,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
317,male,group C,associate's degree,standard,none,83,72,78,married,regularly,no,,private,05-Oct
318,male,group B,bachelor's degree,standard,none,63,71,69,single,regularly,yes,2,,05-Oct
319,female,group D,associate's degree,free/reduced,none,56,65,63,single,sometimes,no,3,school_bus,< 5
320,female,group C,high school,free/reduced,completed,67,79,84,married,sometimes,yes,3,school_bus,05-Oct
321,female,group E,high school,standard,none,75,86,79,married,regularly,yes,1,school_bus,> 10
322,female,group C,some college,standard,none,71,81,80,married,regularly,yes,0,,05-Oct
323,female,group C,some high school,free/reduced,none,43,53,53,single,sometimes,yes,1,school_bus,< 5
324,female,group C,high school,free/reduced,none,41,46,43,single,sometimes,yes,3,private,< 5
325,female,group C,some college,standard,none,82,90,94,,regularly,yes,2,school_bus,< 5
326,male,group C,some college,standard,none,61,61,62,married,sometimes,yes,4,private,05-Oct
327,male,group A,some college,free/reduced,none,28,23,19,married,sometimes,no,2,school_bus,05-Oct
328,male,group C,associate's degree,standard,completed,82,75,77,married,regularly,yes,0,,< 5
329,female,group B,some high school,standard,none,41,55,51,divorced,regularly,yes,2,private,> 10
330,male,group C,high school,standard,none,71,60,61,married,sometimes,yes,0,private,05-Oct
331,male,group C,associate's degree,standard,none,47,37,35,married,,no,4,school_bus,> 10
332,male,group E,associate's degree,standard,completed,62,56,53,married,sometimes,no,1,school_bus,< 5
333,male,group B,associate's degree,standard,none,90,78,81,married,regularly,no,1,private,< 5
334,female,group C,bachelor's degree,standard,none,83,93,95,married,never,yes,2,,< 5
335,female,group B,some college,free/reduced,none,61,68,66,single,regularly,no,3,school_bus,> 10
336,male,group D,some high school,standard,completed,76,70,69,married,sometimes,no,2,private,05-Oct
337,male,group C,associate's degree,standard,none,49,51,43,married,sometimes,yes,1,private,< 5
338,female,group B,some high school,free/reduced,none,24,38,27,divorced,sometimes,no,1,private,< 5
339,female,group D,some high school,free/reduced,completed,35,55,60,married,never,yes,1,school_bus,05-Oct
340,male,group C,high school,free/reduced,none,58,61,52,single,regularly,yes,3,private,05-Oct
341,female,group C,high school,standard,none,61,73,63,single,regularly,no,2,private,05-Oct
342,female,group B,high school,standard,completed,69,76,74,single,sometimes,no,3,school_bus,< 5
343,male,group D,associate's degree,standard,completed,67,72,67,divorced,regularly,yes,1,school_bus,05-Oct
344,male,group D,some college,standard,none,79,73,67,married,regularly,no,2,private,> 10
345,female,group C,high school,standard,none,72,80,75,married,sometimes,yes,2,,05-Oct
346,male,group B,some college,standard,none,62,61,57,married,regularly,,3,private,> 10
347,female,group C,bachelor's degree,standard,completed,77,94,95,single,sometimes,yes,2,private,05-Oct
348,male,group D,high school,free/reduced,none,75,74,66,single,regularly,yes,5,school_bus,05-Oct
349,male,group E,associate's degree,standard,none,87,74,76,married,regularly,yes,3,private,05-Oct
350,female,group B,bachelor's degree,standard,none,52,65,69,single,sometimes,no,4,school_bus,05-Oct
351,male,group E,some college,standard,none,66,57,52,single,sometimes,yes,0,private,> 10
352,female,group C,some college,standard,completed,63,78,80,married,sometimes,yes,1,private,> 10
353,female,group C,associate's degree,standard,none,46,58,57,married,sometimes,yes,0,,> 10
354,female,group C,some college,standard,none,59,71,70,single,sometimes,no,2,school_bus,> 10
355,female,group B,bachelor's degree,standard,none,61,72,70,single,sometimes,yes,,private,05-Oct
356,male,group A,associate's degree,standard,none,63,61,61,single,sometimes,no,1,private,> 10
357,female,group C,some college,free/reduced,completed,42,66,69,married,regularly,yes,1,private,05-Oct
358,male,group D,some college,free/reduced,none,59,62,61,single,sometimes,yes,1,school_bus,05-Oct
359,female,group D,some college,standard,none,80,90,89,divorced,sometimes,yes,0,private,< 5
360,female,group B,high school,standard,none,58,62,59,married,sometimes,no,2,,05-Oct
361,male,group B,some high school,standard,completed,85,84,78,divorced,regularly,yes,3,private,> 10
362,female,group C,some college,standard,none,52,58,58,divorced,never,no,5,private,05-Oct
363,female,group D,some high school,free/reduced,none,27,34,32,divorced,regularly,yes,2,private,05-Oct
364,male,group C,some college,standard,none,59,60,58,single,sometimes,yes,0,school_bus,< 5
365,male,group A,bachelor's degree,free/reduced,completed,49,58,60,widowed,regularly,yes,4,school_bus,05-Oct
366,male,group C,high school,standard,completed,69,58,53,single,sometimes,yes,3,private,05-Oct
367,male,group C,bachelor's degree,free/reduced,none,61,66,61,married,sometimes,no,1,school_bus,< 5
368,female,group A,some high school,free/reduced,none,44,64,58,single,regularly,yes,0,private,05-Oct
369,female,group D,some high school,standard,none,73,84,85,single,sometimes,no,3,private,< 5
370,male,group E,some college,standard,none,84,77,71,married,sometimes,yes,3,school_bus,> 10
371,female,group C,some college,free/reduced,completed,45,73,70,divorced,regularly,yes,4,private,> 10
372,male,group D,some high school,standard,none,74,74,72,single,sometimes,no,,school_bus,05-Oct
373,female,group D,some college,standard,completed,82,97,96,married,never,no,5,school_bus,05-Oct
374,female,group D,bachelor's degree,standard,none,59,70,73,single,regularly,yes,0,school_bus,< 5
375,male,group E,associate's degree,free/reduced,none,46,43,41,single,never,no,4,private,< 5
376,female,group D,some high school,standard,none,80,90,82,married,regularly,yes,3,private,05-Oct
377,female,group D,master's degree,free/reduced,completed,85,95,100,married,sometimes,no,1,school_bus,
378,female,group A,some high school,standard,none,71,83,77,married,regularly,no,2,school_bus,> 10
379,male,group A,bachelor's degree,standard,none,66,64,62,single,sometimes,yes,4,private,05-Oct
380,female,group B,associate's degree,standard,none,80,86,83,single,regularly,yes,0,school_bus,05-Oct
381,male,group C,associate's degree,standard,completed,87,100,95,married,regularly,yes,,,< 5
382,male,group C,master's degree,free/reduced,none,79,81,71,married,regularly,no,3,school_bus,> 10
383,female,group E,some high school,free/reduced,none,38,49,45,married,regularly,yes,3,school_bus,05-Oct
384,female,group A,some high school,free/reduced,none,38,43,43,divorced,sometimes,no,2,school_bus,05-Oct
385,female,group E,some college,standard,none,67,76,75,widowed,never,no,5,school_bus,> 10
386,female,group E,bachelor's degree,standard,none,64,73,70,,regularly,yes,2,private,05-Oct
387,female,group C,associate's degree,free/reduced,none,57,78,67,widowed,regularly,yes,4,school_bus,05-Oct
388,female,group D,high school,standard,none,62,64,64,married,sometimes,yes,3,private,
389,male,group D,master's degree,standard,none,73,70,75,married,regularly,yes,3,school_bus,05-Oct
390,male,group E,some high school,free/reduced,completed,73,67,59,single,regularly,no,3,private,05-Oct
391,female,group D,some college,standard,none,77,68,77,married,sometimes,yes,3,private,< 5
392,male,group E,some college,standard,none,76,67,67,married,sometimes,yes,3,,< 5
393,male,group C,associate's degree,standard,completed,57,54,56,married,regularly,no,4,private,05-Oct
394,female,group C,some high school,standard,completed,65,74,77,married,sometimes,no,3,private,05-Oct
395,male,group A,high school,free/reduced,none,48,45,41,married,regularly,no,2,,< 5
396,female,group B,high school,free/reduced,none,50,67,63,divorced,never,yes,0,private,> 10
397,female,group C,associate's degree,standard,none,85,89,95,married,sometimes,yes,0,,< 5
398,male,group B,some high school,standard,none,74,63,57,married,,no,2,private,05-Oct
399,male,group D,some high school,standard,none,60,59,54,single,sometimes,yes,3,school_bus,< 5
400,female,group C,some high school,standard,completed,59,54,67,married,regularly,yes,2,school_bus,05-Oct
401,male,group A,some college,standard,none,53,43,43,single,regularly,yes,0,private,05-Oct
402,female,group A,some college,free/reduced,none,49,65,55,single,sometimes,yes,1,private,
403,female,group D,high school,standard,completed,88,99,100,married,sometimes,no,3,school_bus,> 10
404,female,group C,high school,standard,none,54,59,62,married,sometimes,,1,private,< 5
405,female,group C,some high school,standard,none,63,73,68,single,sometimes,yes,3,school_bus,
406,male,group B,associate's degree,standard,completed,65,65,63,single,never,yes,4,school_bus,< 5
407,female,group B,associate's degree,standard,none,82,80,77,divorced,sometimes,no,,school_bus,< 5
408,female,group D,high school,free/reduced,completed,52,57,56,married,sometimes,no,1,,> 10
409,male,group D,associate's degree,standard,completed,87,84,85,married,sometimes,no,7,private,05-Oct
410,female,group D,master's degree,standard,completed,70,71,74,married,regularly,yes,3,school_bus,05-Oct
411,male,group E,some college,standard,completed,84,83,78,divorced,sometimes,yes,1,private,05-Oct
412,male,group D,associate's degree,standard,none,71,66,60,single,regularly,yes,0,school_bus,< 5
413,male,group B,some high school,standard,completed,63,67,67,married,sometimes,,0,school_bus,05-Oct
414,female,group C,bachelor's degree,free/reduced,completed,51,72,79,single,regularly,no,1,school_bus,05-Oct
415,male,group E,high school,standard,none,84,73,69,married,sometimes,yes,2,,
416,male,group C,bachelor's degree,standard,completed,71,74,68,married,sometimes,yes,2,school_bus,05-Oct
417,male,group C,associate's degree,standard,none,74,73,67,,sometimes,no,1,school_bus,< 5
418,male,group D,some college,standard,none,68,59,62,married,sometimes,yes,0,school_bus,05-Oct
419,male,group E,high school,free/reduced,completed,57,56,54,divorced,regularly,,3,,05-Oct
420,female,group C,associate's degree,free/reduced,completed,82,93,93,,regularly,yes,1,school_bus,> 10
421,female,group D,high school,standard,completed,57,58,64,single,regularly,yes,2,school_bus,> 10
422,female,group D,master's degree,free/reduced,completed,47,58,67,widowed,regularly,yes,4,school_bus,05-Oct
423,female,group A,some high school,standard,completed,59,85,80,single,regularly,yes,,school_bus,05-Oct
424,male,group B,some college,free/reduced,none,41,39,34,divorced,sometimes,yes,3,private,05-Oct
425,female,group C,some college,free/reduced,none,62,67,62,married,sometimes,,5,school_bus,05-Oct
426,male,group C,bachelor's degree,standard,none,86,83,86,married,regularly,no,1,school_bus,> 10
427,male,group C,some high school,free/reduced,none,69,71,65,married,never,yes,3,private,> 10
428,male,group A,some high school,free/reduced,none,65,59,53,,regularly,yes,3,private,05-Oct
429,male,group C,some high school,free/reduced,none,68,63,54,married,sometimes,yes,0,school_bus,05-Oct
430,male,group C,associate's degree,free/reduced,none,64,66,59,divorced,sometimes,no,3,school_bus,05-Oct
431,female,group C,high school,standard,none,61,72,70,single,regularly,yes,1,,05-Oct
432,male,group C,high school,standard,none,61,56,55,married,regularly,,2,school_bus,
433,female,group A,some high school,free/reduced,none,47,59,50,married,sometimes,no,4,,05-Oct
434,male,group C,some high school,standard,none,73,66,66,married,regularly,no,1,private,< 5
435,male,group C,some college,free/reduced,completed,50,48,53,married,sometimes,yes,1,school_bus,05-Oct
436,male,group D,associate's degree,standard,none,75,68,64,divorced,never,no,1,private,05-Oct
437,male,group D,associate's degree,free/reduced,none,75,66,73,widowed,sometimes,yes,4,school_bus,05-Oct
438,male,group C,high school,standard,none,70,56,51,divorced,sometimes,yes,,private,05-Oct
439,male,group D,some high school,standard,completed,89,88,82,married,sometimes,no,4,,05-Oct
440,female,group C,some college,standard,completed,67,81,79,divorced,sometimes,no,1,school_bus,> 10
441,female,group D,high school,standard,none,78,81,80,married,regularly,no,7,school_bus,> 10
442,female,group A,some high school,free/reduced,none,59,73,69,single,regularly,yes,3,private,05-Oct
443,female,group B,associate's degree,standard,none,73,83,76,married,regularly,yes,2,private,05-Oct
444,male,group A,some high school,free/reduced,none,79,82,73,divorced,sometimes,no,1,private,05-Oct
445,female,group C,some high school,standard,completed,67,74,77,married,regularly,yes,0,private,< 5
446,male,group D,some college,free/reduced,none,69,66,60,married,sometimes,yes,4,school_bus,05-Oct
447,male,group C,high school,standard,completed,86,81,80,married,sometimes,no,5,private,> 10
448,male,group B,high school,standard,none,47,46,42,single,sometimes,yes,2,private,05-Oct
449,male,group B,associate's degree,standard,none,81,73,72,,sometimes,yes,3,,> 10
450,female,group C,some college,free/reduced,completed,64,85,85,single,sometimes,yes,2,school_bus,05-Oct
451,female,group E,some college,standard,none,100,92,97,married,sometimes,no,1,school_bus,05-Oct
452,female,group C,associate's degree,free/reduced,none,65,77,74,single,never,yes,1,private,05-Oct
453,male,group C,some college,free/reduced,none,65,58,49,single,sometimes,yes,4,school_bus,> 10
454,female,group C,associate's degree,free/reduced,none,53,61,62,married,sometimes,yes,1,private,05-Oct
455,male,group C,bachelor's degree,free/reduced,none,37,56,47,married,sometimes,yes,3,school_bus,05-Oct
456,female,group D,bachelor's degree,standard,none,79,89,89,married,sometimes,yes,2,private,> 10
457,male,group D,associate's degree,free/reduced,none,53,54,48,divorced,sometimes,yes,2,private,05-Oct
458,female,group E,bachelor's degree,standard,none,100,100,100,single,regularly,no,3,school_bus,< 5
459,male,group B,high school,standard,completed,72,65,68,married,sometimes,no,,school_bus,< 5
